fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,fg2,fga2,fg2_pct,result
43,89,0.483,11,32,0.344,8,10,0.8,9,27,36,23,10,5,11,19,32,57,0.561403509,0
44,92,0.478,13,37,0.351,15,18,0.833,10,28,38,29,8,4,13,19,31,55,0.563636364,0
44,85,0.518,21,47,0.447,16,18,0.889,7,34,41,27,7,6,17,20,23,38,0.605263158,1
45,97,0.464,13,24,0.542,21,27,0.778,12,38,50,25,11,3,13,21,32,73,0.438356164,1
36,88,0.409,13,35,0.371,20,26,0.769,10,35,45,21,5,6,18,20,23,53,0.433962264,0
50,100,0.5,15,41,0.366,13,18,0.722,11,32,43,27,8,4,7,18,35,59,0.593220339,1
46,93,0.495,13,37,0.351,21,26,0.808,13,37,50,26,5,6,13,18,33,56,0.589285714,0
35,80,0.438,13,36,0.361,24,30,0.8,8,34,42,18,8,6,14,21,22,44,0.5,0
42,89,0.472,17,45,0.378,13,17,0.765,12,33,45,23,6,3,13,20,25,44,0.568181818,1
39,94,0.415,10,31,0.323,12,13,0.923,12,38,50,20,6,4,16,14,29,63,0.46031746,1
39,102,0.382,9,46,0.196,6,8,0.75,16,35,51,24,8,8,16,14,30,56,0.535714286,0
46,93,0.495,14,38,0.368,10,17,0.588,13,34,47,27,15,5,19,18,32,55,0.581818182,1
43,93,0.462,10,36,0.278,11,16,0.688,15,27,42,29,8,6,21,24,33,57,0.578947368,0
45,90,0.5,16,45,0.356,13,14,0.929,9,37,46,36,11,3,15,13,29,45,0.644444444,1
35,89,0.393,12,38,0.316,8,11,0.727,13,31,44,18,8,4,17,15,23,51,0.450980392,0
37,83,0.446,16,39,0.41,13,19,0.684,7,32,39,26,11,3,13,16,21,44,0.477272727,0
43,92,0.467,12,31,0.387,6,10,0.6,17,38,55,23,4,4,16,18,31,61,0.508196721,1
37,79,0.468,11,36,0.306,15,21,0.714,11,36,47,26,5,5,20,21,26,43,0.604651163,0
45,90,0.5,14,38,0.368,15,23,0.652,12,29,41,26,13,3,11,21,31,52,0.596153846,1
42,94,0.447,9,31,0.29,16,20,0.8,11,36,47,27,7,4,9,23,33,63,0.523809524,1
35,81,0.432,14,44,0.318,19,30,0.633,8,38,46,17,5,6,16,23,21,37,0.567567568,0
42,82,0.512,12,34,0.353,14,22,0.636,9,37,46,25,6,8,20,25,30,48,0.625,0
40,93,0.43,10,30,0.333,25,31,0.806,16,27,43,20,10,3,10,17,30,63,0.476190476,1
28,74,0.378,13,43,0.302,21,33,0.636,8,31,39,23,4,3,13,27,15,31,0.483870968,0
35,75,0.467,8,32,0.25,22,30,0.733,6,41,47,24,4,2,15,28,27,43,0.627906977,1
35,74,0.473,11,32,0.344,24,28,0.857,9,42,51,17,4,9,25,18,24,42,0.571428571,1
35,91,0.385,9,34,0.265,21,25,0.84,10,23,33,22,13,5,8,22,26,57,0.456140351,0
36,82,0.439,12,41,0.293,21,22,0.955,7,34,41,27,5,2,12,25,24,41,0.585365854,0
36,77,0.468,15,34,0.441,24,31,0.774,6,31,37,26,6,3,9,22,21,43,0.488372093,1
36,100,0.36,10,45,0.222,24,28,0.857,13,30,43,26,12,6,9,12,26,55,0.472727273,0
54,95,0.568,20,41,0.488,9,13,0.692,10,47,57,35,5,8,18,21,34,54,0.62962963,1
45,91,0.495,12,25,0.48,12,13,0.923,13,31,44,24,7,8,14,12,33,66,0.5,0
46,91,0.505,14,25,0.56,15,18,0.833,11,29,40,23,11,3,12,19,32,66,0.484848485,1
36,72,0.5,10,25,0.4,26,31,0.839,2,32,34,20,11,7,17,23,26,47,0.553191489,1
38,82,0.463,7,27,0.259,20,25,0.8,11,31,42,16,9,5,18,23,31,55,0.563636364,0
44,78,0.564,12,33,0.364,18,24,0.75,7,28,35,27,4,4,14,17,32,45,0.711111111,0
47,88,0.534,16,35,0.457,23,24,0.958,9,25,34,33,7,5,8,23,31,53,0.58490566,1
37,83,0.446,13,32,0.406,11,16,0.688,6,31,37,23,10,3,21,9,24,51,0.470588235,0
46,88,0.523,15,37,0.405,6,9,0.667,10,32,42,28,12,9,16,18,31,51,0.607843137,1
50,114,0.439,12,37,0.324,4,6,0.667,23,43,66,37,11,4,12,19,38,77,0.493506494,1
34,87,0.391,9,32,0.281,15,20,0.75,9,34,43,18,6,5,15,15,25,55,0.454545455,0
36,84,0.429,11,38,0.289,19,28,0.679,9,38,47,24,7,7,14,17,25,46,0.543478261,1
39,101,0.386,11,32,0.344,10,13,0.769,17,34,51,24,9,2,12,21,28,69,0.405797101,0
39,101,0.386,15,43,0.349,9,9,1,11,40,51,27,7,4,13,25,24,58,0.413793103,0
34,96,0.354,16,53,0.302,28,37,0.757,22,46,68,21,4,6,17,14,18,43,0.418604651,1
36,79,0.456,13,40,0.325,17,20,0.85,9,30,39,26,4,5,17,22,23,39,0.58974359,0
42,86,0.488,11,34,0.324,19,23,0.826,10,34,44,30,11,3,11,22,31,52,0.596153846,1
41,93,0.441,12,41,0.293,14,15,0.933,8,45,53,29,11,4,16,18,29,52,0.557692308,1
34,87,0.391,7,35,0.2,15,23,0.652,6,41,47,14,9,3,15,18,27,52,0.519230769,0
31,87,0.356,11,31,0.355,23,28,0.821,11,31,42,22,6,3,12,13,20,56,0.357142857,0
47,95,0.495,22,49,0.449,9,11,0.818,15,38,53,30,5,5,11,21,25,46,0.543478261,1
35,78,0.449,13,34,0.382,14,19,0.737,7,24,31,18,12,4,11,17,22,44,0.5,0
42,80,0.525,12,33,0.364,15,18,0.833,8,36,44,27,5,3,16,19,30,47,0.638297872,1
34,94,0.362,8,33,0.242,15,19,0.789,10,38,48,22,9,4,14,18,26,61,0.426229508,0
40,90,0.444,11,33,0.333,14,19,0.737,13,39,52,22,5,7,13,19,29,57,0.50877193,1
38,85,0.447,11,37,0.297,17,23,0.739,8,32,40,27,11,5,10,24,27,48,0.5625,1
32,80,0.4,12,31,0.387,22,29,0.759,13,36,49,21,4,8,14,19,20,49,0.408163265,0
36,92,0.391,9,38,0.237,20,24,0.833,15,38,53,17,8,3,16,15,27,54,0.5,0
43,92,0.467,11,30,0.367,14,18,0.778,12,36,48,24,12,5,13,24,32,62,0.516129032,1
36,86,0.419,13,45,0.289,21,31,0.677,13,39,52,23,0,7,15,21,23,41,0.56097561,0
45,103,0.437,17,46,0.37,19,21,0.905,14,34,48,25,8,2,7,24,28,57,0.49122807,1
33,84,0.393,13,44,0.295,15,26,0.577,4,35,39,21,7,5,11,18,20,40,0.5,0
42,94,0.447,8,34,0.235,16,19,0.842,15,45,60,22,7,4,11,25,34,60,0.566666667,1
42,82,0.512,7,24,0.292,14,16,0.875,6,37,43,26,10,3,13,15,35,58,0.603448276,1
34,85,0.4,12,38,0.316,9,12,0.75,7,33,40,24,7,5,19,15,22,47,0.468085106,0
37,82,0.451,10,36,0.278,18,22,0.818,6,41,47,26,7,5,12,16,27,46,0.586956522,1
35,86,0.407,12,45,0.267,13,17,0.765,8,35,43,25,6,2,11,21,23,41,0.56097561,0
39,94,0.415,16,47,0.34,21,24,0.875,12,38,50,28,10,8,11,21,23,47,0.489361702,1
40,96,0.417,14,40,0.35,13,17,0.765,10,44,54,23,7,2,15,22,26,56,0.464285714,0
38,90,0.422,8,26,0.308,20,24,0.833,14,28,42,18,10,6,13,20,30,64,0.46875,0
40,82,0.488,19,40,0.475,14,18,0.778,8,31,39,30,9,9,19,19,21,42,0.5,1
35,80,0.438,15,37,0.405,21,26,0.808,8,20,28,16,9,6,13,17,20,43,0.465116279,0
46,88,0.523,13,38,0.342,13,19,0.684,15,32,47,27,6,6,15,21,33,50,0.66,1
46,95,0.484,18,39,0.462,28,33,0.848,12,38,50,33,7,5,6,21,28,56,0.5,1
44,94,0.468,5,27,0.185,17,30,0.567,14,34,48,21,4,6,14,20,39,67,0.582089552,0
36,80,0.45,18,40,0.45,22,25,0.88,6,37,43,23,9,5,16,25,18,40,0.45,0
43,88,0.489,12,32,0.375,17,19,0.895,6,37,43,23,4,0,13,25,31,56,0.553571429,1
42,75,0.56,16,37,0.432,24,32,0.75,5,33,38,30,4,6,11,18,26,38,0.684210526,1
42,93,0.452,13,42,0.31,20,23,0.87,14,30,44,17,2,1,7,21,29,51,0.568627451,0
37,86,0.43,13,30,0.433,23,26,0.885,12,34,46,21,4,2,10,13,24,56,0.428571429,1
38,88,0.432,9,32,0.281,19,21,0.905,10,34,44,19,6,11,9,26,29,56,0.517857143,0
37,82,0.451,7,24,0.292,17,19,0.895,11,35,46,20,5,4,16,19,30,58,0.517241379,1
33,80,0.413,6,27,0.222,24,26,0.923,8,30,38,20,8,7,8,13,27,53,0.509433962,0
37,96,0.385,11,41,0.268,16,21,0.762,11,33,44,17,6,5,13,10,26,55,0.472727273,0
45,93,0.484,15,39,0.385,8,13,0.615,11,41,52,26,9,8,14,22,30,54,0.555555556,1
45,101,0.446,17,45,0.378,9,12,0.75,15,29,44,29,7,4,14,19,28,56,0.5,0
48,90,0.533,16,39,0.41,16,22,0.727,10,35,45,31,7,7,15,17,32,51,0.62745098,1
43,89,0.483,14,32,0.438,22,27,0.815,6,35,41,31,6,9,12,25,29,57,0.50877193,1
40,96,0.417,10,35,0.286,25,28,0.893,12,35,47,29,8,5,14,23,30,61,0.491803279,0
38,89,0.427,17,45,0.378,20,24,0.833,11,33,44,24,9,8,14,23,21,44,0.477272727,0
43,91,0.473,12,33,0.364,19,27,0.704,15,33,48,24,7,6,13,20,31,58,0.534482759,1
33,87,0.379,13,38,0.342,8,14,0.571,8,38,46,23,8,5,12,12,20,49,0.408163265,0
38,85,0.447,20,50,0.4,5,12,0.417,9,41,50,28,6,6,10,13,18,35,0.514285714,1
42,85,0.494,14,37,0.378,18,21,0.857,12,30,42,28,11,7,11,22,28,48,0.583333333,1
40,83,0.482,11,30,0.367,16,16,1,9,28,37,20,5,2,13,17,29,53,0.547169811,0
38,89,0.427,10,30,0.333,30,35,0.857,8,35,43,19,7,3,14,31,28,59,0.474576271,0
40,90,0.444,12,36,0.333,28,37,0.757,13,36,49,24,9,6,14,24,28,54,0.518518519,1
41,94,0.436,8,30,0.267,15,21,0.714,14,31,45,23,9,5,9,16,33,64,0.515625,0
43,76,0.566,11,23,0.478,16,22,0.727,2,38,40,17,5,6,15,20,32,53,0.603773585,1
37,89,0.416,9,36,0.25,16,23,0.696,11,32,43,24,11,3,21,13,28,53,0.528301887,0
56,106,0.528,22,52,0.423,10,12,0.833,13,39,52,39,12,5,15,17,34,54,0.62962963,1
39,95,0.411,15,41,0.366,10,11,0.909,10,38,48,29,7,4,14,20,24,54,0.444444444,1
40,86,0.465,8,26,0.308,12,18,0.667,8,38,46,26,8,7,14,22,32,60,0.533333333,0
31,72,0.431,10,32,0.313,11,17,0.647,8,35,43,17,6,4,19,19,21,40,0.525,0
36,89,0.404,10,34,0.294,11,18,0.611,20,31,51,28,7,1,14,19,26,55,0.472727273,1
39,94,0.415,10,41,0.244,24,28,0.857,11,38,49,26,10,4,11,19,29,53,0.547169811,0
41,86,0.477,13,36,0.361,22,31,0.71,7,40,47,24,8,5,12,23,28,50,0.56,1
47,100,0.47,9,30,0.3,24,30,0.8,19,34,53,33,11,6,12,19,38,70,0.542857143,1
34,81,0.42,10,29,0.345,24,27,0.889,9,29,38,22,7,9,18,23,24,52,0.461538462,0
38,98,0.388,8,32,0.25,25,34,0.735,14,28,42,16,10,5,14,30,30,66,0.454545455,0
51,91,0.56,13,27,0.481,29,37,0.784,9,43,52,39,6,5,19,28,38,64,0.59375,1
43,86,0.5,12,31,0.387,19,22,0.864,10,40,50,25,6,8,13,23,31,55,0.563636364,1
35,90,0.389,8,33,0.242,18,28,0.643,14,29,43,22,6,1,8,18,27,57,0.473684211,0
51,94,0.543,18,37,0.486,10,14,0.714,9,35,44,29,5,6,10,19,33,57,0.578947368,1
40,89,0.449,15,34,0.441,23,26,0.885,11,34,45,22,3,5,10,14,25,55,0.454545455,0
36,87,0.414,15,46,0.326,12,18,0.667,13,31,44,20,9,3,21,15,21,41,0.512195122,0
47,88,0.534,18,41,0.439,11,14,0.786,7,32,39,33,13,4,16,18,29,47,0.617021277,1
50,88,0.568,13,34,0.382,11,16,0.688,7,40,47,31,7,8,15,25,37,54,0.685185185,1
37,97,0.381,14,37,0.378,20,27,0.741,17,28,45,25,7,4,12,17,23,60,0.383333333,0
33,89,0.371,16,47,0.34,21,28,0.75,15,38,53,23,8,10,14,16,17,42,0.404761905,0
40,90,0.444,14,34,0.412,14,19,0.737,11,42,53,30,7,5,14,17,26,56,0.464285714,1
45,88,0.511,11,29,0.379,13,17,0.765,15,35,50,22,10,6,19,23,34,59,0.576271186,1
41,90,0.456,11,31,0.355,20,23,0.87,10,25,35,25,11,2,11,16,30,59,0.508474576,0
48,84,0.571,12,33,0.364,24,33,0.727,10,31,41,38,6,4,13,31,36,51,0.705882353,1
35,82,0.427,12,40,0.3,35,42,0.833,8,25,33,19,4,5,11,28,23,42,0.547619048,0
39,86,0.453,9,31,0.29,23,30,0.767,7,48,55,19,9,4,15,15,30,55,0.545454545,1
45,100,0.45,10,30,0.333,4,9,0.444,9,35,44,26,8,3,10,24,35,70,0.5,0
34,83,0.41,8,33,0.242,13,20,0.65,13,31,44,24,10,5,16,19,26,50,0.52,1
30,72,0.417,10,32,0.313,16,31,0.516,8,35,43,20,8,2,17,20,20,40,0.5,0
48,92,0.522,14,34,0.412,22,29,0.759,14,34,48,27,8,6,12,23,34,58,0.586206897,1
44,83,0.53,16,35,0.457,19,25,0.76,4,26,30,24,10,7,14,20,28,48,0.583333333,0
42,85,0.494,17,42,0.405,11,14,0.786,13,34,47,27,5,3,18,20,25,43,0.581395349,0
41,92,0.446,16,34,0.471,21,23,0.913,14,28,42,26,14,5,8,13,25,58,0.431034483,1
37,90,0.411,16,40,0.4,6,16,0.375,15,39,54,20,5,4,16,20,21,50,0.42,1
34,85,0.4,7,38,0.184,13,20,0.65,10,35,45,22,6,11,11,22,27,47,0.574468085,0
37,88,0.42,14,41,0.341,16,19,0.842,11,31,42,27,6,3,8,19,23,47,0.489361702,0
36,80,0.45,16,36,0.444,20,26,0.769,8,36,44,24,3,8,13,16,20,44,0.454545455,1
47,85,0.553,17,37,0.459,16,22,0.727,7,33,40,31,4,3,13,20,30,48,0.625,1
38,83,0.458,12,39,0.308,22,26,0.846,7,30,37,24,7,4,13,25,26,44,0.590909091,0
35,90,0.389,11,33,0.333,30,36,0.833,8,37,45,16,6,6,9,21,24,57,0.421052632,0
40,95,0.421,17,39,0.436,20,27,0.741,11,46,57,25,3,9,10,22,23,56,0.410714286,1
34,77,0.442,14,30,0.467,32,38,0.842,8,34,42,23,6,4,8,18,20,47,0.425531915,1
38,87,0.437,15,41,0.366,18,22,0.818,9,34,43,24,7,5,10,24,23,46,0.5,0
33,81,0.407,11,28,0.393,14,17,0.824,9,40,49,17,5,4,16,12,22,53,0.41509434,1
35,101,0.347,4,42,0.095,8,11,0.727,21,29,50,19,8,8,8,16,31,59,0.525423729,0
44,92,0.478,11,26,0.423,18,26,0.692,10,27,37,26,6,3,11,17,33,66,0.5,0
52,84,0.619,10,22,0.455,17,22,0.773,6,35,41,38,9,6,15,18,42,62,0.677419355,1
31,81,0.383,8,31,0.258,24,27,0.889,11,37,48,19,11,5,17,14,23,50,0.46,1
30,81,0.37,12,35,0.343,13,17,0.765,8,35,43,19,11,5,17,23,18,46,0.391304348,0
44,85,0.518,9,26,0.346,19,32,0.594,8,40,48,27,12,5,14,20,35,59,0.593220339,1
36,86,0.419,17,45,0.378,19,29,0.655,10,35,45,25,8,6,18,20,19,41,0.463414634,0
39,86,0.453,15,41,0.366,6,8,0.75,7,32,39,24,5,5,18,25,24,45,0.533333333,0
35,85,0.412,10,30,0.333,24,29,0.828,13,30,43,18,13,5,13,11,25,55,0.454545455,1
38,96,0.396,7,35,0.2,14,16,0.875,14,31,45,19,6,1,12,24,31,61,0.508196721,0
41,89,0.461,12,34,0.353,21,28,0.75,18,38,56,22,7,7,15,15,29,55,0.527272727,1
46,87,0.529,8,29,0.276,20,32,0.625,13,33,46,22,6,3,11,20,38,58,0.655172414,1
37,88,0.42,14,40,0.35,17,24,0.708,11,34,45,23,6,3,11,28,23,48,0.479166667,0
38,81,0.469,9,24,0.375,9,13,0.692,7,29,36,23,7,5,13,19,29,57,0.50877193,0
36,75,0.48,10,26,0.385,13,15,0.867,7,31,38,21,5,2,15,21,26,49,0.530612245,1
42,100,0.42,13,32,0.406,13,20,0.65,14,29,43,22,10,4,8,20,29,68,0.426470588,1
37,81,0.457,7,27,0.259,21,27,0.778,12,40,52,21,4,9,18,22,30,54,0.555555556,0
45,91,0.495,13,33,0.394,33,36,0.917,14,36,50,24,7,6,13,19,32,58,0.551724138,1
42,87,0.483,13,36,0.361,21,27,0.778,6,27,33,26,5,1,10,26,29,51,0.568627451,0
35,83,0.422,8,28,0.286,15,23,0.652,8,36,44,20,4,3,13,17,27,55,0.490909091,0
45,90,0.5,9,29,0.31,11,17,0.647,10,37,47,27,7,8,8,19,36,61,0.590163934,1
41,100,0.41,11,35,0.314,15,16,0.938,15,22,37,20,10,2,10,21,30,65,0.461538462,0
45,83,0.542,10,27,0.37,23,26,0.885,13,38,51,28,6,7,18,18,35,56,0.625,1
43,97,0.443,16,38,0.421,19,21,0.905,14,30,44,23,8,4,2,23,27,59,0.457627119,1
48,84,0.571,8,25,0.32,14,24,0.583,8,38,46,27,1,8,9,18,40,59,0.677966102,0
40,86,0.465,14,33,0.424,26,31,0.839,11,32,43,21,7,6,14,16,26,53,0.490566038,1
41,93,0.441,14,42,0.333,14,17,0.824,15,31,46,21,9,4,18,27,27,51,0.529411765,0
35,86,0.407,12,27,0.444,26,30,0.867,8,34,42,22,11,5,11,19,23,59,0.389830508,1
38,91,0.418,8,31,0.258,22,29,0.759,17,38,55,23,7,8,17,22,30,60,0.5,0
36,102,0.353,12,42,0.286,22,27,0.815,21,33,54,19,4,2,9,22,24,60,0.4,0
47,85,0.553,19,41,0.463,26,30,0.867,5,42,47,27,6,9,7,21,28,44,0.636363636,1
39,90,0.433,12,35,0.343,15,24,0.625,11,36,47,24,3,8,11,15,27,55,0.490909091,0
49,102,0.48,10,26,0.385,10,16,0.625,16,42,58,28,7,11,10,18,39,76,0.513157895,1
30,81,0.37,8,41,0.195,12,22,0.545,5,43,48,12,6,3,10,12,22,40,0.55,0
36,87,0.414,18,43,0.419,5,7,0.714,7,42,49,21,6,3,10,17,18,44,0.409090909,1
42,81,0.519,9,22,0.409,19,22,0.864,10,37,47,30,5,7,13,14,33,59,0.559322034,1
38,91,0.418,10,29,0.345,10,12,0.833,8,25,33,25,7,4,10,16,28,62,0.451612903,0
38,78,0.487,15,34,0.441,17,19,0.895,3,34,37,27,6,7,13,24,23,44,0.522727273,0
40,96,0.417,11,35,0.314,25,33,0.758,18,36,54,19,8,4,7,18,29,61,0.475409836,1
40,93,0.43,14,41,0.341,14,22,0.636,11,30,41,23,9,5,10,30,26,52,0.5,0
37,78,0.474,11,29,0.379,35,41,0.854,10,39,49,18,4,5,18,20,26,49,0.530612245,1
42,86,0.488,14,36,0.389,22,31,0.71,7,33,40,23,7,6,11,19,28,50,0.56,1
42,97,0.433,11,33,0.333,21,25,0.84,17,40,57,26,9,2,15,20,31,64,0.484375,0
42,102,0.412,12,40,0.3,20,28,0.714,13,35,48,30,8,3,17,27,30,62,0.483870968,0
41,101,0.406,9,35,0.257,26,33,0.788,22,41,63,18,12,6,21,23,32,66,0.484848485,1
46,86,0.535,10,32,0.313,22,27,0.815,13,33,46,33,10,6,18,23,36,54,0.666666667,1
37,85,0.435,16,42,0.381,21,24,0.875,13,23,36,20,10,4,18,24,21,43,0.488372093,0
39,95,0.411,16,51,0.314,19,30,0.633,14,36,50,28,10,5,15,16,23,44,0.522727273,0
49,92,0.533,23,48,0.479,15,18,0.833,4,44,48,27,10,4,14,20,26,44,0.590909091,1
46,86,0.535,17,32,0.531,14,21,0.667,7,33,40,39,10,2,15,24,29,54,0.537037037,1
40,92,0.435,14,44,0.318,22,28,0.786,15,30,45,19,7,0,13,21,26,48,0.541666667,0
41,84,0.488,17,34,0.5,21,25,0.84,6,38,44,17,4,4,15,24,24,50,0.48,1
46,87,0.529,6,27,0.222,21,26,0.808,6,37,43,26,9,3,12,22,40,60,0.666666667,0
40,95,0.421,9,27,0.333,22,27,0.815,10,35,45,17,12,3,16,24,31,68,0.455882353,0
39,86,0.453,13,36,0.361,25,28,0.893,9,37,46,25,5,10,22,23,26,50,0.52,1
52,103,0.505,17,41,0.415,12,12,1,14,39,53,36,15,4,17,21,35,62,0.564516129,1
39,85,0.459,9,35,0.257,12,21,0.571,5,29,34,27,10,9,18,15,30,50,0.6,0
37,83,0.446,19,46,0.413,11,14,0.786,9,30,39,24,6,6,14,24,18,37,0.486486486,0
41,88,0.466,6,26,0.231,20,28,0.714,12,36,48,26,6,4,11,11,35,62,0.564516129,1
41,92,0.446,9,38,0.237,12,16,0.75,20,36,56,21,9,2,24,22,32,54,0.592592593,0
36,75,0.48,13,41,0.317,23,29,0.793,4,24,28,20,13,5,18,16,23,34,0.676470588,1
38,85,0.447,14,39,0.359,5,7,0.714,7,41,48,28,9,3,16,12,24,46,0.52173913,1
35,85,0.412,10,30,0.333,6,9,0.667,7,34,41,20,11,4,11,16,25,55,0.454545455,0
46,105,0.438,9,33,0.273,12,12,1,18,31,49,26,4,3,9,18,37,72,0.513888889,0
40,78,0.513,13,34,0.382,22,27,0.815,7,32,39,31,3,2,16,18,27,44,0.613636364,1
35,78,0.449,12,36,0.333,23,28,0.821,7,23,30,22,11,4,18,26,23,42,0.547619048,0
41,86,0.477,13,34,0.382,25,30,0.833,11,33,44,21,9,5,17,27,28,52,0.538461538,1
48,102,0.471,10,35,0.286,12,21,0.571,23,38,61,24,11,5,13,21,38,67,0.567164179,1
37,82,0.451,9,31,0.29,21,26,0.808,8,25,33,28,10,10,13,20,28,51,0.549019608,0
36,85,0.424,10,27,0.37,16,18,0.889,5,39,44,24,5,2,13,17,26,58,0.448275862,0
37,86,0.43,11,31,0.355,17,23,0.739,10,39,49,17,10,4,13,16,26,55,0.472727273,1
31,67,0.463,6,25,0.24,21,29,0.724,11,36,47,21,6,1,26,24,25,42,0.595238095,0
35,78,0.449,14,37,0.378,19,21,0.905,5,23,28,23,12,5,11,21,21,41,0.512195122,1
37,90,0.411,17,42,0.405,17,19,0.895,11,38,49,24,5,2,19,13,20,48,0.416666667,0
45,92,0.489,14,38,0.368,11,13,0.846,7,36,43,39,11,6,12,17,31,54,0.574074074,1
49,93,0.527,16,45,0.356,8,9,0.889,11,29,40,34,9,4,17,14,33,48,0.6875,1
39,78,0.5,11,32,0.344,15,17,0.882,4,27,31,22,12,3,21,10,28,46,0.608695652,0
44,91,0.484,18,43,0.419,9,14,0.643,9,38,47,31,6,1,14,21,26,48,0.541666667,1
39,92,0.424,11,46,0.239,17,22,0.773,11,36,47,21,9,2,8,12,28,46,0.608695652,0
41,85,0.482,19,39,0.487,14,17,0.824,10,33,43,22,6,4,15,24,22,46,0.47826087,1
39,97,0.402,12,46,0.261,14,22,0.636,17,30,47,21,7,5,10,21,27,51,0.529411765,0
37,89,0.416,15,44,0.341,24,33,0.727,11,31,42,25,6,4,11,16,22,45,0.488888889,0
50,96,0.521,17,40,0.425,16,17,0.941,12,42,54,33,7,7,14,21,33,56,0.589285714,1
48,88,0.545,14,41,0.341,21,24,0.875,9,30,39,31,6,1,13,24,34,47,0.723404255,0
47,89,0.528,18,41,0.439,24,28,0.857,12,29,41,29,10,3,10,19,29,48,0.604166667,1
50,104,0.481,14,38,0.368,7,13,0.538,13,32,45,28,14,5,9,22,36,66,0.545454545,0
40,87,0.46,16,38,0.421,28,31,0.903,10,41,51,26,5,4,15,12,24,49,0.489795918,1
42,90,0.467,9,27,0.333,17,22,0.773,12,33,45,21,6,8,9,18,33,63,0.523809524,1
40,92,0.435,10,34,0.294,16,21,0.762,14,35,49,28,2,6,13,14,30,58,0.517241379,0
43,83,0.518,14,34,0.412,14,18,0.778,9,36,45,31,2,3,18,18,29,49,0.591836735,0
49,99,0.495,11,32,0.344,13,20,0.65,14,30,44,24,6,5,5,16,38,67,0.567164179,1
46,85,0.541,17,31,0.548,14,20,0.7,5,37,42,32,7,5,11,24,29,54,0.537037037,1
36,89,0.404,10,33,0.303,28,32,0.875,15,33,48,28,7,3,12,21,26,56,0.464285714,0
32,76,0.421,9,38,0.237,21,32,0.656,9,26,35,22,3,3,12,20,23,38,0.605263158,0
39,80,0.488,6,28,0.214,20,28,0.714,14,37,51,17,6,0,10,23,33,52,0.634615385,1
41,95,0.432,9,35,0.257,13,19,0.684,17,33,50,27,6,3,20,23,32,60,0.533333333,0
45,96,0.469,18,44,0.409,21,29,0.724,16,36,52,30,13,8,12,20,27,52,0.519230769,1
42,88,0.477,10,26,0.385,5,5,1,12,36,48,20,6,5,18,13,32,62,0.516129032,1
40,90,0.444,9,28,0.321,8,9,0.889,13,28,41,19,10,9,10,12,31,62,0.5,0
43,92,0.467,14,42,0.333,11,20,0.55,9,27,36,26,12,3,13,21,29,50,0.58,0
48,81,0.593,24,42,0.571,20,29,0.69,8,41,49,39,6,3,17,21,24,39,0.615384615,1
33,81,0.407,5,28,0.179,11,16,0.688,8,38,46,20,10,5,17,20,28,53,0.528301887,0
33,87,0.379,12,40,0.3,21,26,0.808,10,36,46,22,6,5,12,15,21,47,0.446808511,1
43,92,0.467,14,41,0.341,15,18,0.833,8,36,44,22,7,4,7,18,29,51,0.568627451,1
42,88,0.477,11,36,0.306,14,15,0.933,6,36,42,27,2,4,12,21,31,52,0.596153846,0
49,86,0.57,5,21,0.238,26,29,0.897,9,29,38,28,13,4,12,20,44,65,0.676923077,1
41,82,0.5,13,39,0.333,26,28,0.929,7,26,33,26,3,5,17,19,28,43,0.651162791,0
42,89,0.472,16,36,0.444,17,25,0.68,10,34,44,24,8,4,15,20,26,53,0.490566038,1
38,85,0.447,17,39,0.436,18,26,0.692,9,36,45,22,10,8,18,18,21,46,0.456521739,0
33,90,0.367,9,35,0.257,15,18,0.833,14,38,52,21,11,7,18,18,24,55,0.436363636,0
36,90,0.4,12,44,0.273,14,20,0.7,15,40,55,23,11,7,16,16,24,46,0.52173913,1
43,85,0.506,12,28,0.429,18,24,0.75,10,32,42,26,8,4,17,16,31,57,0.543859649,1
40,90,0.444,12,39,0.308,14,20,0.7,14,33,47,22,9,3,19,30,28,51,0.549019608,0
37,82,0.451,19,41,0.463,22,29,0.759,14,36,50,29,3,3,11,21,18,41,0.43902439,1
33,78,0.423,15,38,0.395,28,36,0.778,8,28,36,18,8,4,6,23,18,40,0.45,0
39,86,0.453,8,30,0.267,22,30,0.733,10,38,48,20,8,5,10,14,31,56,0.553571429,1
38,90,0.422,11,27,0.407,15,20,0.75,10,37,47,15,6,1,11,20,27,63,0.428571429,0
40,85,0.471,9,26,0.346,25,32,0.781,10,38,48,15,10,2,21,24,31,59,0.525423729,1
40,91,0.44,10,39,0.256,21,26,0.808,9,32,41,18,9,6,15,27,30,52,0.576923077,0
34,99,0.343,10,44,0.227,10,13,0.769,10,29,39,23,7,3,13,14,24,55,0.436363636,0
48,98,0.49,10,32,0.313,12,19,0.632,18,43,61,31,8,9,19,18,38,66,0.575757576,1
37,87,0.425,7,33,0.212,15,18,0.833,8,35,43,22,12,6,14,24,30,54,0.555555556,0
35,83,0.422,8,34,0.235,23,29,0.793,8,38,46,20,7,5,17,18,27,49,0.551020408,1
38,80,0.475,17,45,0.378,12,13,0.923,8,30,38,22,5,10,13,16,21,35,0.6,0
40,90,0.444,18,36,0.5,10,15,0.667,11,31,42,23,8,1,11,17,22,54,0.407407407,1
